id	char	class	unicode_bytes
1199	♐	main_component	"b'\\u2650'"
1200	▪	main_component	"b'\\u25aa'"
1201	🚦	main_component	"b'\\U0001f6a6'"
1202	🥞	main_component	"b'\\U0001f95e'"
1203	☄	main_component	"b'\\u2604'"
1204	➖	main_component	"b'\\u2796'"
1205	😏	main_component	"b'\\U0001f60f'"
1206	🏰	main_component	"b'\\U0001f3f0'"
1207	🥟	main_component	"b'\\U0001f95f'"
1208	💉	main_component	"b'\\U0001f489'"
1209	😑	main_component	"b'\\U0001f611'"
1210	🎃	main_component	"b'\\U0001f383'"
1211	🗝	main_component	"b'\\U0001f5dd'"
1212	😺	main_component	"b'\\U0001f63a'"
1213	⚾	main_component	"b'\\u26be'"
1214	🌾	main_component	"b'\\U0001f33e'"
1215	🎼	main_component	"b'\\U0001f3bc'"
1216	🎟	main_component	"b'\\U0001f39f'"
1217	🎲	main_component	"b'\\U0001f3b2'"
1218	🌻	main_component	"b'\\U0001f33b'"
1219	🎨	complementary_components	"b'\\U0001f3a8'"
1220	⚕	complementary_components	"b'\\u2695'"
1221	🚀	complementary_components	"b'\\U0001f680'"
1222	🔬	complementary_components	"b'\\U0001f52c'"
1223	🍳	complementary_components	"b'\\U0001f373'"
1224	🦳	complementary_components	"b'\\U0001f9b3'"
1225	🏭	complementary_components	"b'\\U0001f3ed'"
1226	🌈	complementary_components	"b'\\U0001f308'"
1227	👩	complementary_components	"b'\\U0001f469'"
1228	🚒	complementary_components	"b'\\U0001f692'"
1229	✈	complementary_components	"b'\\u2708'"
1230	👦	complementary_components	"b'\\U0001f466'"
1231	❤	complementary_components	"b'\\u2764'"
1232	👨	complementary_components	"b'\\U0001f468'"
1233	🗨	complementary_components	"b'\\U0001f5e8'"
1234	♀	complementary_components	"b'\\u2640'"
1235	💼	complementary_components	"b'\\U0001f4bc'"
1236	♂	complementary_components	"b'\\u2642'"
1237	🦰	complementary_components	"b'\\U0001f9b0'"
1238	⚖	complementary_components	"b'\\u2696'"
1239	🎤	complementary_components	"b'\\U0001f3a4'"
1240	👧	complementary_components	"b'\\U0001f467'"
1241	🔧	complementary_components	"b'\\U0001f527'"
1242	🦱	complementary_components	"b'\\U0001f9b1'"
1243	🦲	complementary_components	"b'\\U0001f9b2'"
1244	🌾	complementary_components	"b'\\U0001f33e'"
1245	☠	complementary_components	"b'\\u2620'"
1246	🎓	complementary_components	"b'\\U0001f393'"
1247	💋	complementary_components	"b'\\U0001f48b'"
1248	🏫	complementary_components	"b'\\U0001f3eb'"
1249	💻	complementary_components	"b'\\U0001f4bb'"
1250	🏾	tones	"b'\\U0001f3fe'"
1251	🏽	tones	"b'\\U0001f3fd'"
1252	🏿	tones	"b'\\U0001f3ff'"
1253	🏻	tones	"b'\\U0001f3fb'"
1254	🏼	tones	"b'\\U0001f3fc'"
1255	🇯	letters	"b'\\U0001f1ef'"
1256	🇲	letters	"b'\\U0001f1f2'"
1257	🇰	letters	"b'\\U0001f1f0'"
1258	🇧	letters	"b'\\U0001f1e7'"
1259	🇵	letters	"b'\\U0001f1f5'"
1260	🇺	letters	"b'\\U0001f1fa'"
1261	🇩	letters	"b'\\U0001f1e9'"
1262	🇫	letters	"b'\\U0001f1eb'"
1263	🇦	letters	"b'\\U0001f1e6'"
1264	🇭	letters	"b'\\U0001f1ed'"
1265	🇻	letters	"b'\\U0001f1fb'"
1266	🇽	letters	"b'\\U0001f1fd'"
1267	🇼	letters	"b'\\U0001f1fc'"
1268	🇷	letters	"b'\\U0001f1f7'"
1269	🇶	letters	"b'\\U0001f1f6'"
1270	🇸	letters	"b'\\U0001f1f8'"
1271	🇪	letters	"b'\\U0001f1ea'"
1272	🇳	letters	"b'\\U0001f1f3'"
1273	🇾	letters	"b'\\U0001f1fe'"
1274	🇨	letters	"b'\\U0001f1e8'"
1275	🇴	letters	"b'\\U0001f1f4'"
1276	🇱	letters	"b'\\U0001f1f1'"
1277	🇮	letters	"b'\\U0001f1ee'"
1278	🇹	letters	"b'\\U0001f1f9'"
1279	🇿	letters	"b'\\U0001f1ff'"
1280	🇬	letters	"b'\\U0001f1ec'"
1281	󠁧	modifiers	"b'\\U000e0067'"
1282	󠁷	modifiers	"b'\\U000e0077'"
1283	󠁿	modifiers	"b'\\U000e007f'"
1284	󠁬	modifiers	"b'\\U000e006c'"
1285	󠁮	modifiers	"b'\\U000e006e'"
1286	󠁥	modifiers	"b'\\U000e0065'"
1287	󠁴	modifiers	"b'\\U000e0074'"
1288	⃣	modifiers	"b'\\u20e3'"
1289	󠁳	modifiers	"b'\\U000e0073'"
1290	󠁣	modifiers	"b'\\U000e0063'"
1291	️	modifiers	"b'\\ufe0f'"
1292	󠁢	modifiers	"b'\\U000e0062'"
1293	‍	joiners	"b'\\u200d'"
